H	M	dt	b	n2_rel	n1_rel	fuel_flow_hour	thrust_relative	thz_n2_out	p_comp_sum	gv
1	0.5	-15	4.5	0.749	0.61	1605	0.123	437.1	3.66	51
1	0.5	-15	11	0.806	0.71	2577	0.234	502.3	5.61	65.2
1	0.5	-15	22	0.875	0.81	4386	0.419	560.8	8.13	84
1	0.5	-15	31	0.926	0.86	5854	0.557	595.7	9.98	97
1	0.5	-15	38	0.967	0.91	7481	0.709	624.9	12	111.5
1	0.5	-15	48	0.994	0.96	8850	0.848	653.2	14.19	127
1	0.5	-15	50	1.02	1.01	10037	0.966	676	16.14	139.9
1	0.5	-15	50	1.047	1.07	11016	1.061	694.2	17.75	150.2
1	0.5	-15	50	1.055	1.12	11605	1.114	701.9	18.51	155.2
1	0.5	-5	0	0.718	0.5	1090	0.064	416.2	2.79	41.9
1	0.5	-5	4.5	0.735	0.6	1341	0.093	442	3.38	48.2
1	0.5	-5	11	0.786	0.7	2076	0.179	506.2	5.11	60.2
1	0.5	-5	22	0.854	0.8	3622	0.341	565.5	7.39	77.1
1	0.5	-5	31	0.896	0.85	4716	0.452	598.3	8.99	88.7
1	0.5	-5	38	0.95	0.9	6419	0.609	633.2	11	102.5
1	0.5	-5	48	0.975	0.95	7615	0.732	661.9	13.02	116.7
1	0.5	-5	50	1.002	1	8835	0.85	685.3	14.83	129.1
1	0.5	-5	50	1.021	1.05	9522	0.918	701.6	16.06	136.8
1	0.5	-5	50	1.042	1.1	10368	0.996	717.8	17.32	144.7
1	0.5	5	0	0.708	0.49	918	0.045	420.7	2.6	39.5
1	0.5	5	4.5	0.706	0.59	959	0.048	441.1	3	45.5
1	0.5	5	11	0.765	0.68	1631	0.128	508.2	4.63	55.8
1	0.5	5	22	0.838	0.78	3009	0.275	569.6	6.71	70.9
1	0.5	5	31	0.871	0.83	3819	0.36	600.3	8.01	80.1
1	0.5	5	38	0.913	0.88	4922	0.469	633.9	9.64	91.5
1	0.5	5	48	0.96	0.93	6477	0.615	664.7	11.57	104.5
1	0.5	5	50	0.981	0.98	7544	0.729	692.8	13.56	118.4
1	0.5	5	50	0.997	1.03	8135	0.785	705	14.43	124
1	0.5	5	50	1.001	1.08	8278	0.799	708.4	14.67	125.7
1	0.5	15	0	0.695	0.48	723	0.024	422.9	2.38	37.1
1	0.5	15	4.5	0.695	0.58	719	0.023	444.1	2.75	40.6
1	0.5	15	11	0.785	0.67	1846	0.144	522	4.56	55.9
1	0.5	15	22	0.819	0.77	2441	0.213	572.7	6.09	65.2
1	0.5	15	31	0.848	0.82	3085	0.281	599.8	7.11	72.6
1	0.5	15	38	0.888	0.87	4008	0.377	634.7	8.63	83.1
1	0.5	15	48	0.942	0.91	5478	0.517	672.2	10.55	95.7
1	0.5	15	50	0.973	0.96	6610	0.631	700.9	12.37	108.2
1	0.5	15	50	0.987	1.01	7353	0.711	721.2	13.83	118.2
1	0.5	15	50	0.996	1.06	7646	0.74	728.6	14.33	121.3
1	0.5	25	0	0.684	0.47	563	0.008	425.6	2.2	35
1	0.5	25	4.5	0.721	0.57	891	0.039	467.7	2.91	41.1
1	0.5	25	11	0.77	0.66	1524	0.107	523.1	4.14	51.8
1	0.5	25	22	0.795	0.76	1862	0.147	570.9	5.39	59.2
1	0.5	25	31	0.829	0.8	2494	0.216	601.8	6.43	66.6
1	0.5	25	38	0.864	0.85	3229	0.295	634.9	7.72	75.5
1	0.5	25	48	0.905	0.9	4224	0.399	671.3	9.39	87
1	0.5	25	50	0.957	0.95	5714	0.543	709.5	11.47	100.5
1	0.5	25	50	0.979	0.99	6673	0.647	738.5	13.38	113.4
1	0.5	25	50	0.995	1.04	7205	0.698	752	14.26	118.9
1	0.5	35	0	0.722	0.56	823	0.03	478.8	2.84	39.8
1	0.5	35	4.5	0.722	0.56	823	0.03	478.8	2.84	39.8
1	0.5	35	11	0.759	0.65	1285	0.079	525.2	3.8	48.3
1	0.5	35	22	0.774	0.74	1432	0.097	568.1	4.81	54.3
1	0.5	35	31	0.807	0.79	1938	0.153	600.9	5.74	60.7
1	0.5	35	38	0.844	0.84	2620	0.228	635.8	6.95	69.1
1	0.5	35	48	0.886	0.88	3518	0.323	675.5	8.54	79.9
1	0.5	35	50	0.947	0.93	5035	0.472	720.4	10.73	93.7
1	0.5	35	50	0.972	0.98	5979	0.573	752.6	12.65	106.3
1	0.5	35	50	0.99	1.02	6710	0.651	773.2	14.07	115.8
1	0.6	-25	0	0.711	0.51	1186	0.073	394.1	2.79	46.2
1	0.6	-25	4.5	0.751	0.61	1813	0.14	433.1	3.75	56
1	0.6	-25	11	0.812	0.72	2972	0.267	498.5	5.8	72
1	0.6	-25	22	0.885	0.82	5097	0.475	557.5	8.47	93.5
1	0.6	-25	31	0.943	0.87	7059	0.649	593.6	10.55	109.2
1	0.6	-25	38	0.976	0.92	8629	0.795	621.1	12.52	124.5
1	0.6	-25	48	1.001	0.97	10100	0.939	648.7	14.72	141.2
1	0.6	-25	50	1.036	1.02	11615	1.083	674	16.99	157.2
1	0.6	-25	50	1.053	1.07	12365	1.159	685.3	18.23	166
1	0.6	-25	50	1.061	1.13	13235	1.231	694.6	19.14	172.6
1	0.6	-15	0	0.72	0.5	1231	0.075	412.8	2.86	45.9
1	0.6	-15	4.5	0.747	0.6	1630	0.118	442.1	3.56	53.2
1	0.6	-15	11	0.798	0.7	2507	0.217	506.8	5.4	67.3
1	0.6	-15	22	0.863	0.8	4244	0.391	563.8	7.72	85.9
1	0.6	-15	31	0.907	0.85	5534	0.517	596.7	9.42	99.2
1	0.6	-15	38	0.958	0.9	7421	0.685	630.5	11.52	114.8
1	0.6	-15	48	0.981	0.95	8689	0.812	657.4	13.51	129.8
1	0.6	-15	50	1.02	1	10265	0.954	685.8	15.61	144.7
1	0.6	-15	50	1.038	1.05	11080	1.032	695.4	16.71	153
1	0.6	-15	50	1.047	1.1	11605	1.083	710.5	17.75	159.3
1	0.6	-5	0	0.713	0.49	1065	0.056	419.3	2.69	43.5
1	0.6	-5	4.5	0.718	0.59	1196	0.07	442	3.16	50
1	0.6	-5	11	0.774	0.69	1948	0.156	508	4.84	61.9
1	0.6	-5	22	0.844	0.79	3484	0.314	567.7	6.97	78.6
1	0.6	-5	31	0.883	0.84	4515	0.417	600.9	8.46	90
1	0.6	-5	38	0.93	0.89	5904	0.545	634	10.16	102
1	0.6	-5	48	0.966	0.94	7334	0.678	661.9	11.99	115.8
1	0.6	-5	50	0.992	0.99	8688	0.812	689.7	14.08	131.4
1	0.6	-5	50	1.002	1.03	9114	0.853	698.5	14.73	136.1
1	0.6	-5	50	1.004	1.08	9208	0.862	700.7	14.89	137.2
1	0.6	5	0	0.701	0.48	864	0.035	422.3	2.47	40.8
1	0.6	5	4.5	0.686	0.58	676	0.015	435.2	2.69	43.5
1	0.6	5	11	0.791	0.68	2149	0.169	521.6	4.75	61.8
1	0.6	5	22	0.827	0.77	2870	0.249	572.2	6.35	72.4
1	0.6	5	31	0.855	0.82	3562	0.32	598.8	7.41	80.5
1	0.6	5	38	0.896	0.87	4644	0.428	633.4	9.01	92.5
1	0.6	5	48	0.954	0.92	6434	0.59	670.7	11.07	107.2
1	0.6	5	50	0.977	0.97	7496	0.697	697.8	12.82	120.1
1	0.6	5	50	0.99	1.02	8154	0.764	713.7	13.99	128.6
1	0.6	5	50	0.997	1.07	8410	0.789	719.7	14.4	131.4
1	0.6	15	0	0.688	0.48	666	0.015	424.4	2.27	38.3
1	0.6	15	4.5	0.712	0.57	890	0.035	458.7	2.85	43.8
1	0.6	15	11	0.775	0.67	1747	0.125	522.5	4.29	57.1
1	0.6	15	22	0.804	0.76	2220	0.179	571.9	5.65	65.8
1	0.6	15	31	0.837	0.81	2908	0.25	601.2	6.68	73.7
1	0.6	15	38	0.873	0.86	3770	0.339	635.4	8.06	83.9
1	0.6	15	48	0.92	0.9	4983	0.456	673	9.79	96.3
1	0.6	15	50	0.962	0.95	6433	0.594	706	11.77	110.4
1	0.6	15	50	0.984	1	7500	0.704	733.8	13.66	124.2
1	0.6	15	50	0.995	1.05	7901	0.742	743.4	14.29	128.5
1	0.6	25	0	0.725	0.56	943	0.039	476.9	2.9	43.4
1	0.6	25	4.5	0.725	0.56	943	0.039	476.9	2.9	43.4
1	0.6	25	11	0.763	0.66	1461	0.092	524.3	3.92	53
1	0.6	25	22	0.78	0.75	1664	0.116	568.2	4.98	59.7
1	0.6	25	31	0.816	0.8	2285	0.182	601.6	5.99	67.3
1	0.6	25	38	0.85	0.84	3025	0.26	635.3	7.21	76.4
1	0.6	25	48	0.893	0.89	4041	0.364	674.3	8.85	88.4
1	0.6	25	50	0.969	0.94	6245	0.567	721.9	11.39	106.9
1	0.6	25	50	0.974	0.98	6643	0.62	747.6	12.9	116.4
1	0.6	25	50	0.993	1.03	7412	0.696	765.8	14.16	125.4
1	0.6	35	0	0.716	0.55	782	0.021	482.5	2.73	41.3
1	0.6	35	4.5	0.716	0.55	782	0.021	482.5	2.73	41.3
1	0.6	35	11	0.738	0.64	1045	0.045	520.4	3.46	49
1	0.6	35	22	0.796	0.74	1842	0.129	583.6	4.95	60.4
1	0.6	35	31	0.791	0.78	1715	0.118	598.6	5.3	61.1
1	0.6	35	38	0.831	0.83	2422	0.194	636.2	6.49	69.9
1	0.6	35	48	0.871	0.88	3294	0.285	676	7.97	80.6
1	0.6	35	50	0.925	0.92	4562	0.411	723.6	10.04	94.3
1	0.6	35	50	0.964	0.97	5873	0.542	761.2	12.18	109.2
1	0.6	35	50	0.985	1.01	6767	0.636	786.9	13.91	121.6
1	0.7	-25	0	0.716	0.51	1327	0.082	405.6	2.83	49.8
1	0.7	-25	4.5	0.748	0.61	1833	0.135	438.6	3.62	58.8
1	0.7	-25	11	0.803	0.71	2908	0.251	503.7	5.55	74.8
1	0.7	-25	22	0.872	0.81	4938	0.447	561.8	8	96.2
1	0.7	-25	31	0.921	0.86	6570	0.594	596.5	9.81	111
1	0.7	-25	38	0.965	0.91	8486	0.763	626.5	11.84	127.7
1	0.7	-25	48	0.99	0.96	10012	0.909	654.6	13.98	145.4
1	0.7	-25	50	1.018	1.01	11382	1.036	679.5	15.96	160.1
1	0.7	-25	50	1.045	1.06	12579	1.146	697.5	17.57	172.5
1	0.7	-25	50	1.052	1.11	13191	1.198	704.6	18.27	177.9
1	0.7	-15	0	0.716	0.5	1222	0.069	417.4	2.75	48.1
1	0.7	-15	4.5	0.729	0.6	1454	0.094	442.1	3.29	55.2
1	0.7	-15	11	0.782	0.69	2291	0.186	506.8	5	68.8
1	0.7	-15	22	0.851	0.79	4042	0.36	566.4	7.23	87.9
1	0.7	-15	31	0.891	0.84	5252	0.476	599.5	8.79	100.9
1	0.7	-15	38	0.945	0.89	7109	0.638	633.8	10.69	115.8
1	0.7	-15	48	0.974	0.94	8541	0.772	662	12.6	131.4
1	0.7	-15	50	0.999	0.99	9959	0.905	687.1	14.55	147.1
1	0.7	-15	50	1.009	1.04	10387	0.945	696.3	15.18	151.9
1	0.7	-15	50	1.034	1.09	11491	1.045	712	16.59	162.8
1	0.7	-5	0	0.705	0.49	1013	0.047	421.5	2.54	45.2
1	0.7	-5	4.5	0.675	0.58	563	-0.002	428	2.65	47.2
1	0.7	-5	11	0.76	0.68	1771	0.129	508.2	4.5	63.5
1	0.7	-5	22	0.833	0.78	3324	0.286	570.8	6.55	80.6
1	0.7	-5	31	0.863	0.83	4156	0.369	599.3	7.72	90.3
1	0.7	-5	38	0.903	0.88	5375	0.486	631.9	9.33	103.5
1	0.7	-5	48	0.957	0.93	7290	0.655	667.3	11.37	119.5
1	0.7	-5	50	0.976	0.97	8384	0.766	694.6	13.24	134.4
1	0.7	-5	50	0.994	1.02	9174	0.836	708.9	14.24	142
1	0.7	-5	50	1	1.07	9392	0.857	713.4	14.56	144.4
1	0.7	5	0	0.692	0.48	780	0.023	423.5	2.32	42.2
1	0.7	5	4.5	0.704	0.57	900	0.034	451.4	2.8	47.3
1	0.7	5	11	0.78	0.67	2013	0.147	522.2	4.42	63.3
1	0.7	5	22	0.812	0.77	2616	0.213	572.4	5.87	73.5
1	0.7	5	31	0.842	0.81	3369	0.288	600.6	6.9	82.1
1	0.7	5	38	0.881	0.86	4368	0.387	635.3	8.35	93.7
1	0.7	5	48	0.931	0.91	5850	0.522	672.7	10.15	107.5
1	0.7	5	50	0.966	0.96	7290	0.657	703.3	12.05	122.4
1	0.7	5	50	0.986	1	8341	0.761	727.7	13.76	136
1	0.7	5	50	0.996	1.05	8726	0.796	736.2	14.31	140.1
1	0.7	15	0	0.727	0.56	1076	0.049	475.4	2.96	47.8
1	0.7	15	4.5	0.727	0.56	1076	0.049	475.4	2.96	47.8
1	0.7	15	11	0.766	0.66	1663	0.108	523.8	4.02	58.6
1	0.7	15	22	0.787	0.75	1956	0.141	569.6	5.16	66.5
1	0.7	15	31	0.822	0.8	2665	0.214	602.1	6.19	75
1	0.7	15	38	0.856	0.85	3472	0.296	634.8	7.42	84.9
1	0.7	15	48	0.899	0.89	4624	0.41	673	9.1	98.2
1	0.7	15	50	0.968	0.94	6885	0.612	717.5	11.54	117.6
1	0.7	15	50	0.975	0.99	7421	0.676	743.4	13.11	128.6
1	0.7	15	50	0.994	1.03	8190	0.747	759.9	14.22	137
1	0.7	25	0	0.718	0.56	889	0.028	481	2.78	45.3
1	0.7	25	4.5	0.718	0.56	889	0.028	481	2.78	45.3
1	0.7	25	11	0.755	0.65	1382	0.077	525.6	3.67	54.6
1	0.7	25	22	0.768	0.74	1537	0.093	568.7	4.64	61.6
1	0.7	25	31	0.798	0.79	2008	0.143	599.6	5.47	67.9
1	0.7	25	38	0.836	0.83	2785	0.223	636.2	6.67	77.5
1	0.7	25	48	0.877	0.88	3769	0.322	676	8.2	89.5
1	0.7	25	50	0.934	0.93	5277	0.465	722.3	10.29	104.5
1	0.7	25	50	0.968	0.97	6607	0.594	757.9	12.37	120.3
1	0.7	25	50	0.987	1.02	7508	0.685	781.5	13.97	132.8
1	0.7	35	0	0.712	0.55	747	0.013	489	2.65	43.5
1	0.7	35	4.5	0.712	0.55	747	0.013	489	2.65	43.5
1	0.7	35	11	0.681	0.64	381	-0.033	492.6	2.7	44.5
1	0.7	35	22	0.786	0.73	1743	0.11	586.1	4.65	62.4
1	0.7	35	31	0.775	0.77	1497	0.085	596.5	4.86	62
1	0.7	35	38	0.814	0.82	2152	0.154	634.9	5.95	70.6
1	0.7	35	48	0.852	0.86	2959	0.238	674.3	7.3	81.2
1	0.7	35	50	0.901	0.91	4108	0.354	720	9.18	95.7
1	0.7	35	50	0.954	0.96	5723	0.507	766	11.45	111.8
1	0.7	35	50	0.974	1	6592	0.599	795.7	13.28	125.8
1	0.8	-25	0	0.719	0.5	1421	0.086	416.5	2.83	53.8
1	0.8	-25	4.5	0.74	0.6	1784	0.124	442.9	3.44	61.8
1	0.8	-25	11	0.79	0.7	2733	0.225	507	5.19	77.4
1	0.8	-25	22	0.856	0.8	4687	0.413	565.1	7.45	98.8
1	0.8	-25	31	0.898	0.85	6124	0.546	598.1	9.09	114
1	0.8	-25	38	0.952	0.9	8332	0.733	633.2	11.16	132.2
1	0.8	-25	48	0.975	0.95	9775	0.87	660.6	13.1	149.5
1	0.8	-25	50	1.003	1	11335	1.006	683.7	14.89	165
1	0.8	-25	50	1.02	1.05	12192	1.085	699.4	16.1	174.8
1	0.8	-25	50	1.043	1.1	13277	1.176	716.1	17.38	184.8
1	0.8	-15	0	0.708	0.49	1173	0.06	420.7	2.6	50.3
1	0.8	-15	4.5	0.707	0.59	1228	0.065	441.2	3	57.9
1	0.8	-15	11	0.765	0.69	2085	0.157	508.2	4.64	71.1
1	0.8	-15	22	0.838	0.78	3842	0.329	569.5	6.72	90.3
1	0.8	-15	31	0.872	0.83	4880	0.428	600.4	8.03	102.1
1	0.8	-15	38	0.913	0.88	6290	0.556	634	9.66	116.5
1	0.8	-15	48	0.961	0.93	8260	0.725	664.6	11.59	133.1
1	0.8	-15	50	0.982	0.98	9627	0.857	692.7	13.58	150.8
1	0.8	-15	50	0.998	1.03	10369	0.922	704.7	14.44	158
1	0.8	-15	50	1.001	1.08	10546	0.938	708	14.68	160
1	0.8	-5	0	0.695	0.48	908	0.034	423	2.37	47
1	0.8	-5	4.5	0.697	0.58	927	0.034	445.4	2.76	51.7
1	0.8	-5	11	0.784	0.67	2322	0.173	522	4.54	70.8
1	0.8	-5	22	0.818	0.77	3062	0.25	572.7	6.05	82.5
1	0.8	-5	31	0.847	0.82	3884	0.33	600	7.07	91.9
1	0.8	-5	38	0.887	0.86	5043	0.44	634.8	8.58	105.2
1	0.8	-5	48	0.94	0.91	6869	0.6	672.4	10.48	121.1
1	0.8	-5	50	0.971	0.96	8333	0.733	701.3	12.31	136.9
1	0.8	-5	50	0.987	1.01	9315	0.829	722.3	13.82	150
1	0.8	-5	50	0.996	1.06	9696	0.862	730	14.32	154.1
1	0.8	5	0	0.683	0.47	690	0.012	426	2.18	44.2
1	0.8	5	4.5	0.724	0.57	1154	0.054	470.8	2.93	52.4
1	0.8	5	11	0.769	0.66	1895	0.127	523.4	4.1	65.3
1	0.8	5	22	0.792	0.76	2281	0.169	570.5	5.31	74.4
1	0.8	5	31	0.827	0.8	3080	0.249	602	6.34	83.8
1	0.8	5	38	0.86	0.85	3984	0.337	634.5	7.6	94.8
1	0.8	5	48	0.903	0.9	5265	0.459	671.4	9.28	109.5
1	0.8	5	50	0.955	0.94	7172	0.628	711	11.4	127
1	0.8	5	50	0.976	0.99	8336	0.742	740.1	13.29	143.1
1	0.8	5	50	0.995	1.04	9095	0.809	754.9	14.25	150.8
1	0.8	15	0	0.72	0.56	1009	0.038	479.9	2.81	50.1
1	0.8	15	4.5	0.72	0.56	1009	0.038	479.9	2.81	50.1
1	0.8	15	11	0.758	0.65	1586	0.093	525.8	3.74	60.6
1	0.8	15	22	0.771	0.74	1749	0.111	568.4	4.72	68.2
1	0.8	15	31	0.803	0.79	2329	0.17	600.3	5.61	75.8
1	0.8	15	38	0.84	0.84	3188	0.256	636	6.81	86.4
1	0.8	15	48	0.882	0.88	4297	0.363	675.8	8.37	99.8
1	0.8	15	50	0.941	0.93	6094	0.526	721.6	10.51	116.9
1	0.8	15	50	0.971	0.97	7438	0.653	755.4	12.51	133.5
1	0.8	15	50	0.989	1.02	8377	0.745	777.4	14.02	146.3
1	0.8	25	0	0.712	0.55	827	0.018	486.1	2.64	47.7
1	0.8	25	4.5	0.712	0.55	827	0.018	486.1	2.64	47.7
1	0.8	25	11	0.678	0.64	396	-0.034	489	2.68	48.8
1	0.8	25	22	0.788	0.73	1954	0.126	584.8	4.69	68.8
1	0.8	25	31	0.777	0.78	1705	0.102	596	4.93	68.6
1	0.8	25	38	0.818	0.82	2478	0.181	635.9	6.08	78.7
1	0.8	25	48	0.856	0.87	3385	0.272	675	7.45	90.5
1	0.8	25	50	0.911	0.91	4828	0.41	726.7	9.58	108.1
1	0.8	25	50	0.958	0.96	6466	0.562	768.9	11.79	125.1
1	0.8	25	50	0.982	1	7608	0.675	799.2	13.74	141.7
1	0.8	35	0	0.708	0.54	702	0.004	496.4	2.56	46.1
1	0.8	35	4.5	0.708	0.54	702	0.004	496.4	2.56	46.1
1	0.8	35	11	0.715	0.63	759	0.006	518.6	2.91	49.9
1	0.8	35	22	0.777	0.72	1647	0.092	589.8	4.36	64.8
1	0.8	35	31	0.798	0.76	1975	0.124	616.7	5.02	70.7
1	0.8	35	38	0.795	0.81	1838	0.11	632.9	5.38	71.4
1	0.8	35	48	0.835	0.85	2638	0.193	674	6.64	82.2
1	0.8	35	50	0.879	0.9	3679	0.296	719.1	8.27	95.8
1	0.8	35	50	0.938	0.94	5307	0.449	771.6	10.56	113.1
1	0.8	35	50	0.962	0.99	6227	0.539	800.9	12.16	125.9
1	0.9	-25	0	0.711	0.49	1359	0.077	420	2.65	56.5
1	0.9	-25	4.5	0.714	0.59	1487	0.089	441.8	3.1	65
1	0.9	-25	11	0.771	0.69	2459	0.191	508.3	4.77	80.2
1	0.9	-25	22	0.842	0.79	4440	0.378	568.3	6.87	101.8
1	0.9	-25	31	0.879	0.84	5722	0.496	601	8.3	116.1
1	0.9	-25	38	0.925	0.88	7467	0.645	634.2	9.96	131.8
1	0.9	-25	48	0.964	0.93	9428	0.812	662.8	11.82	149.9
1	0.9	-25	50	0.988	0.98	11088	0.964	690.9	13.88	170.2
1	0.9	-25	50	1	1.03	11766	1.022	701	14.61	177
1	0.9	-25	50	1.003	1.08	11905	1.034	703.3	14.78	178.6
1	0.9	-15	0	0.697	0.48	1059	0.047	422.7	2.42	52.7
1	0.9	-15	4.5	0.691	0.58	968	0.037	440.5	2.72	57.1
1	0.9	-15	11	0.787	0.68	2683	0.203	521.9	4.64	79.6
1	0.9	-15	22	0.823	0.77	3570	0.293	572.8	6.2	93.1
1	0.9	-15	31	0.851	0.82	4467	0.377	599.3	7.22	103.4
1	0.9	-15	38	0.891	0.87	5811	0.501	634.2	8.78	118.6
1	0.9	-15	48	0.947	0.92	7988	0.683	671.5	10.74	136.8
1	0.9	-15	50	0.975	0.96	9520	0.82	699.6	12.54	154.1
1	0.9	-15	50	0.988	1.01	10456	0.909	717.8	13.86	166.9
1	0.9	-15	50	0.996	1.06	10842	0.942	724.8	14.33	171.1
1	0.9	-5	0	0.685	0.47	803	0.022	425.4	2.21	49.3
1	0.9	-5	4.5	0.72	0.57	1245	0.061	466.5	2.9	57.8
1	0.9	-5	11	0.771	0.66	2161	0.15	523	4.16	73.1
1	0.9	-5	22	0.796	0.76	2656	0.201	571.1	5.43	83.7
1	0.9	-5	31	0.83	0.8	3548	0.287	601.8	6.46	94
1	0.9	-5	38	0.865	0.85	4593	0.386	635	7.76	106.7
1	0.9	-5	48	0.906	0.9	5993	0.515	671.5	9.44	122.8
1	0.9	-5	50	0.957	0.95	8089	0.694	709.1	11.51	141.8
1	0.9	-5	50	0.98	0.99	9451	0.822	738	13.42	159.9
1	0.9	-5	50	0.995	1.04	10163	0.884	750.8	14.27	167.4
1	0.9	5	0	0.721	0.56	1145	0.049	479.1	2.83	55.8
1	0.9	5	4.5	0.721	0.56	1145	0.049	479.1	2.83	55.8
1	0.9	5	11	0.759	0.65	1791	0.11	525.3	3.78	67.6
1	0.9	5	22	0.773	0.74	1991	0.131	568.2	4.78	76.1
1	0.9	5	31	0.806	0.79	2683	0.2	600.7	5.71	85
1	0.9	5	38	0.843	0.84	3639	0.292	635.9	6.91	96.7
1	0.9	5	48	0.885	0.88	4892	0.409	675.6	8.49	111.8
1	0.9	5	50	0.945	0.93	6989	0.592	720.8	10.67	131.1
1	0.9	5	50	0.972	0.98	8359	0.719	753.4	12.61	148.9
1	0.9	5	50	0.99	1.02	9391	0.816	774.4	14.06	162.5
1	0.9	15	0	0.713	0.55	934	0.027	485.3	2.66	53
1	0.9	15	4.5	0.713	0.55	934	0.027	485.3	2.66	53
1	0.9	15	11	0.705	0.64	829	0.006	508.6	3.06	61.1
1	0.9	15	22	0.789	0.73	2204	0.146	584.5	4.74	76.7
1	0.9	15	31	0.78	0.78	1948	0.122	596.4	4.99	76.6
1	0.9	15	38	0.821	0.82	2820	0.208	636.1	6.16	87.9
1	0.9	15	48	0.859	0.87	3835	0.307	674.8	7.54	101
1	0.9	15	50	0.915	0.91	5495	0.459	727.1	9.68	120.5
1	0.9	15	50	0.959	0.96	7247	0.618	767.8	11.88	139.3
1	0.9	15	50	0.983	1.01	8513	0.739	797.3	13.79	157.4
1	0.9	25	0	0.708	0.54	789	0.011	495.9	2.57	51.2
1	0.9	25	4.5	0.708	0.54	789	0.011	495.9	2.57	51.2
1	0.9	25	11	0.711	0.63	795	0.007	516.2	2.89	55
1	0.9	25	22	0.778	0.72	1846	0.107	589.5	4.39	72
1	0.9	25	31	0.799	0.76	2214	0.143	616.5	5.05	78.5
1	0.9	25	38	0.796	0.81	2079	0.13	633.1	5.43	79.5
1	0.9	25	48	0.836	0.85	2972	0.219	673.9	6.69	91.5
1	0.9	25	50	0.88	0.9	4127	0.329	718.7	8.33	106.5
1	0.9	25	50	0.94	0.94	5960	0.496	770.9	10.62	125.9
1	0.9	25	50	0.963	0.99	6964	0.591	799.9	12.21	139.9
1	0.9	35	0	0.703	0.53	649	-0.003	502.8	2.44	49
1	0.9	35	4.5	0.703	0.53	649	-0.003	502.8	2.44	49
1	0.9	35	11	0.731	0.62	999	0.026	536.9	2.96	54.8
1	0.9	35	22	0.77	0.71	1576	0.078	593	4.05	67.4
1	0.9	35	31	0.787	0.75	1834	0.101	619.4	4.63	73.4
1	0.9	35	38	0.772	0.8	1499	0.066	629.6	4.82	72.6
1	0.9	35	48	0.818	0.84	2313	0.148	675.7	6.06	84.2
1	0.9	35	50	0.859	0.88	3340	0.249	722.2	7.59	98.2
1	0.9	35	50	0.919	0.93	4890	0.395	782.2	9.92	117.8
1	0.9	35	50	0.953	0.97	6143	0.512	814.5	11.61	132.7
1	1	-25	0	0.7	0.48	1242	0.063	422.5	2.46	59.5
1	1	-25	4.5	0.687	0.58	1010	0.04	436.6	2.7	63.6
1	1	-25	11	0.79	0.68	3105	0.239	521.7	4.72	90.1
1	1	-25	22	0.826	0.77	4145	0.341	572.5	6.31	105.5
1	1	-25	31	0.854	0.82	5150	0.432	598.9	7.36	117.1
1	1	-25	38	0.895	0.87	6710	0.571	633.6	8.94	134.6
1	1	-25	48	0.952	0.92	9288	0.78	670.9	10.98	155.8
1	1	-25	50	0.977	0.97	10892	0.921	698.3	12.74	174.7
1	1	-25	50	0.989	1.02	11850	1.008	714.7	13.95	187.5
1	1	-25	50	0.996	1.06	12241	1.041	720.9	14.37	191.8
1	1	-15	0	0.686	0.47	929	0.033	425	2.24	55.5
1	1	-15	4.5	0.717	0.57	1355	0.07	463.1	2.88	64.3
1	1	-15	11	0.773	0.66	2472	0.176	522.8	4.22	82.4
1	1	-15	22	0.8	0.76	3085	0.238	571.5	5.52	94.6
1	1	-15	31	0.833	0.81	4085	0.331	601.6	6.56	106.2
1	1	-15	38	0.869	0.85	5292	0.441	635.2	7.89	120.7
1	1	-15	48	0.911	0.9	6893	0.582	672.3	9.58	138.6
1	1	-15	50	0.959	0.95	9191	0.774	707.7	11.62	159.6
1	1	-15	50	0.982	1	10733	0.914	736.2	13.53	179.9
1	1	-15	50	0.995	1.04	11431	0.972	747.6	14.28	187.3
1	1	-5	0	0.722	0.56	1303	0.062	478.6	2.85	62.6
1	1	-5	4.5	0.722	0.56	1303	0.062	478.6	2.85	62.6
1	1	-5	11	0.76	0.65	2031	0.13	525	3.82	76
1	1	-5	22	0.774	0.75	2269	0.155	568.1	4.83	85.5
1	1	-5	31	0.808	0.79	3080	0.233	601	5.78	95.7
1	1	-5	38	0.845	0.84	4152	0.333	635.8	6.99	108.9
1	1	-5	48	0.887	0.89	5571	0.462	675.3	8.59	125.8
1	1	-5	50	0.948	0.93	7984	0.664	720.1	10.77	147.7
1	1	-5	50	0.973	0.98	9425	0.796	751.9	12.68	167.2
1	1	-5	50	0.991	1.02	10572	0.898	772.2	14.08	181.8
1	1	5	0	0.713	0.55	1055	0.037	484.9	2.67	59.3
1	1	5	4.5	0.713	0.55	1055	0.037	484.9	2.67	59.3
1	1	5	11	0.71	0.64	1006	0.023	510.4	3.11	68.6
1	1	5	22	0.79	0.73	2489	0.169	584.4	4.76	85.9
1	1	5	31	0.781	0.78	2217	0.145	596.7	5.03	86
1	1	5	38	0.822	0.82	3199	0.239	636.1	6.2	98.7
1	1	5	48	0.86	0.87	4352	0.347	675	7.6	113.4
1	1	5	50	0.917	0.92	6222	0.513	726.6	9.73	134.8
1	1	5	50	0.959	0.96	8145	0.682	766.8	11.91	156
1	1	5	50	0.983	1.01	9549	0.811	795.9	13.81	175.9
