H	M	dt	b	n2_rel	n1_rel	fuel_flow_hour	thrust_relative	thz_n2_out	p_comp_sum	gv
0	0	-25	0	0.699	0.52	967	0.099	373.5	2.71	41.9
0	0	-25	4.5	0.756	0.63	1859	0.213	423.3	4.01	53.7
0	0	-25	11	0.825	0.73	3184	0.383	488	6.27	70
0	0	-25	22	0.903	0.84	5508	0.646	547.2	9.31	92.5
0	0	-25	31	0.964	0.89	7659	0.863	583.1	11.7	108.9
0	0	-25	38	0.993	0.94	9242	1.048	613.2	14.15	126.3
0	0	-25	48	1.039	0.99	11365	1.277	647.6	17.2	146.4
0	0	-25	50	1.06	1.05	12494	1.397	661.9	18.78	156.8
0	0	-25	50	1.067	1.1	13081	1.461	668.5	19.61	162.4
0	0	-25	50	1.078	1.15	14750	1.614	683.8	21.32	173.7
0	0	-15	0	0.71	0.51	1062	0.107	390.8	2.78	41.7
0	0	-15	4.5	0.752	0.62	1672	0.187	431.6	3.79	51.1
0	0	-15	11	0.814	0.72	2759	0.331	496.9	5.88	65.8
0	0	-15	22	0.888	0.82	4747	0.562	556.1	8.61	85.7
0	0	-15	31	0.948	0.87	6609	0.754	592.3	10.77	100.4
0	0	-15	38	0.978	0.92	8005	0.911	619.6	12.76	114.5
0	0	-15	48	1.006	0.98	9423	1.076	648.5	15.06	129.9
0	0	-15	50	1.041	1.03	10750	1.229	672.4	17.29	144.1
0	0	-15	50	1.056	1.08	11380	1.307	681.6	18.42	151.6
0	0	-15	50	1.064	1.13	12280	1.392	691.6	19.4	158
0	0	-5	0	0.717	0.5	1105	0.11	408	2.84	41.4
0	0	-5	4.5	0.748	0.61	1506	0.165	439.7	3.6	48.6
0	0	-5	11	0.802	0.71	2367	0.283	504.8	5.5	61.7
0	0	-5	22	0.869	0.81	4014	0.48	562.6	7.91	79.2
0	0	-5	31	0.914	0.86	5228	0.618	596.8	9.65	91.2
0	0	-5	38	0.963	0.91	6933	0.798	627.7	11.72	105.2
0	0	-5	48	0.987	0.96	8167	0.947	655.6	13.82	119.7
0	0	-5	50	1.017	1.01	9335	1.079	682.3	15.83	131.9
0	0	-5	50	1.041	1.06	10261	1.187	699.1	17.37	141.9
0	0	-5	50	1.051	1.11	10804	1.243	706.6	18.1	146.5
0	0	5	0	0.715	0.5	1011	0.097	417.5	2.75	39.9
0	0	5	4.5	0.728	0.59	1196	0.126	442.1	3.28	45.9
0	0	5	11	0.781	0.69	1891	0.224	507	4.99	57.1
0	0	5	22	0.85	0.79	3342	0.402	566.5	7.2	72.9
0	0	5	31	0.891	0.84	4340	0.521	599.7	8.76	83.7
0	0	5	38	0.944	0.89	5867	0.682	633.9	10.64	96
0	0	5	48	0.973	0.94	7063	0.822	662	12.54	108.8
0	0	5	50	0.998	0.99	8245	0.962	687.4	14.5	122
0	0	5	50	1.005	1.04	8511	0.994	694.1	15.01	125.3
0	0	5	50	1.031	1.09	9472	1.101	711	16.47	134.7
0	0	15	0	0.706	0.49	852	0.077	421.3	2.55	37.7
0	0	15	4.5	0.673	0.58	441	0.03	426.8	2.65	39.3
0	0	15	11	0.761	0.68	1496	0.172	508.2	4.53	53.1
0	0	15	22	0.834	0.78	2797	0.335	570.6	6.58	67.4
0	0	15	31	0.865	0.83	3509	0.424	599.6	7.79	75.6
0	0	15	38	0.905	0.88	4532	0.546	632.4	9.4	86.7
0	0	15	48	0.958	0.93	6110	0.715	666.8	11.42	99.8
0	0	15	50	0.977	0.97	7042	0.837	694.2	13.31	112.4
0	0	15	50	0.995	1.02	7684	0.907	708	14.28	118.5
0	0	15	50	1	1.07	7856	0.927	712.3	14.58	120.4
0	0	25	0	0.693	0.48	673	0.056	423.2	2.35	35.5
0	0	25	4.5	0.7	0.58	722	0.064	447.8	2.77	39.3
0	0	25	11	0.782	0.67	1727	0.193	522.1	4.49	53.3
0	0	25	22	0.815	0.77	2265	0.269	572.6	5.97	62.1
0	0	25	31	0.845	0.82	2892	0.348	600.3	7	69.2
0	0	25	38	0.884	0.86	3751	0.454	635.1	8.49	79.1
0	0	25	48	0.936	0.91	5067	0.6	672.5	10.34	90.9
0	0	25	50	0.969	0.96	6221	0.736	702.1	12.2	103.1
0	0	25	50	0.987	1.01	7022	0.838	724.5	13.79	113.6
0	0	25	50	0.996	1.06	7324	0.873	732.5	14.32	116.9
0	0	35	0	0.683	0.47	527	0.039	425.9	2.19	33.6
0	0	35	4.5	0.723	0.57	874	0.08	470.4	2.93	39.8
0	0	35	11	0.769	0.66	1444	0.156	523.3	4.1	49.7
0	0	35	22	0.792	0.76	1742	0.201	570.6	5.32	56.6
0	0	35	31	0.827	0.8	2350	0.28	602	6.36	63.7
0	0	35	38	0.861	0.85	3040	0.368	634.6	7.61	72.2
0	0	35	48	0.903	0.9	4010	0.488	671.2	9.29	83.3
0	0	35	50	0.956	0.94	5458	0.651	710.8	11.41	96.6
0	0	35	50	0.977	0.99	6349	0.768	739.9	13.3	108.8
0	0	35	50	0.995	1.04	6917	0.833	754.5	14.25	114.6
0	0.1	-25	0	0.699	0.52	976	0.086	374.4	2.71	42
0	0.1	-25	4.5	0.756	0.63	1855	0.195	423.7	3.99	53.8
0	0.1	-25	11	0.825	0.73	3172	0.358	488.5	6.25	70
0	0.1	-25	22	0.903	0.84	5494	0.615	547.6	9.28	92.5
0	0.1	-25	31	0.963	0.89	7634	0.826	583.7	11.66	109
0	0.1	-25	38	0.991	0.94	9197	1.002	613.5	14.07	126.1
0	0.1	-25	48	1.038	0.99	11313	1.224	647.8	17.1	146.1
0	0.1	-25	50	1.059	1.05	12441	1.342	662.5	18.7	156.7
0	0.1	-25	50	1.066	1.1	13026	1.405	669.1	19.54	162.3
0	0.1	-25	50	1.077	1.15	14650	1.55	684.1	21.19	173.4
0	0.1	-15	0	0.71	0.51	1068	0.094	391.7	2.78	41.9
0	0.1	-15	4.5	0.752	0.62	1668	0.17	432	3.78	51.1
0	0.1	-15	11	0.814	0.72	2747	0.308	497.4	5.86	65.8
0	0.1	-15	22	0.887	0.82	4722	0.531	556.5	8.57	85.6
0	0.1	-15	31	0.947	0.87	6567	0.717	592.6	10.71	100.2
0	0.1	-15	38	0.978	0.92	7982	0.87	620.1	12.7	114.3
0	0.1	-15	48	1.003	0.97	9302	1.021	647.3	14.88	129.2
0	0.1	-15	50	1.039	1.03	10702	1.177	672.8	17.2	144
0	0.1	-15	50	1.055	1.08	11352	1.255	682.5	18.37	151.6
0	0.1	-15	50	1.063	1.13	12224	1.336	692.4	19.33	157.9
0	0.1	-5	0	0.717	0.5	1110	0.096	409	2.84	41.6
0	0.1	-5	4.5	0.748	0.6	1504	0.148	440.2	3.59	48.6
0	0.1	-5	11	0.801	0.71	2353	0.26	505.2	5.48	61.8
0	0.1	-5	22	0.868	0.81	3989	0.451	562.8	7.87	79.1
0	0.1	-5	31	0.912	0.86	5184	0.584	596.8	9.61	91.2
0	0.1	-5	38	0.962	0.91	6906	0.76	628.2	11.67	105.2
0	0.1	-5	48	0.986	0.96	8127	0.903	656	13.76	119.6
0	0.1	-5	50	1.017	1.01	9327	1.034	683.6	15.79	131.9
0	0.1	-5	50	1.038	1.06	10193	1.133	699.4	17.27	141.6
0	0.1	-5	50	1.05	1.11	10772	1.19	707.4	18.02	146.4
0	0.1	5	0	0.715	0.5	1006	0.083	417.9	2.74	39.9
0	0.1	5	4.5	0.726	0.59	1180	0.108	442.1	3.26	45.9
0	0.1	5	11	0.78	0.69	1873	0.202	507.1	4.96	57.1
0	0.1	5	22	0.849	0.79	3319	0.374	566.7	7.16	72.8
0	0.1	5	31	0.889	0.84	4310	0.489	599.9	8.71	83.5
0	0.1	5	38	0.942	0.89	5808	0.644	634	10.56	95.7
0	0.1	5	48	0.972	0.94	7018	0.779	662	12.44	108.4
0	0.1	5	50	0.997	0.99	8208	0.916	687.8	14.43	121.8
0	0.1	5	50	1.004	1.04	8481	0.948	694.4	14.93	125.1
0	0.1	5	50	1.027	1.09	9319	1.04	710.7	16.27	133.7
0	0.1	15	0	0.705	0.49	846	0.063	421.5	2.54	37.7
0	0.1	15	4.5	0.675	0.58	470	0.021	428	2.65	39.4
0	0.1	15	11	0.76	0.68	1480	0.152	508.2	4.5	53
0	0.1	15	22	0.833	0.78	2776	0.309	570.8	6.55	67.3
0	0.1	15	31	0.863	0.83	3471	0.393	599.3	7.73	75.4
0	0.1	15	38	0.903	0.88	4489	0.511	631.9	9.33	86.5
0	0.1	15	48	0.957	0.93	6089	0.678	667.3	11.37	99.8
0	0.1	15	50	0.976	0.97	7002	0.794	694.6	13.24	112.3
0	0.1	15	50	0.994	1.02	7662	0.864	708.9	14.24	118.6
0	0.1	15	50	1	1.07	7843	0.884	713.4	14.56	120.6
0	0.1	25	0	0.693	0.48	666	0.043	423.3	2.34	35.5
0	0.1	25	4.5	0.701	0.57	735	0.052	449.2	2.78	39.5
0	0.1	25	11	0.781	0.67	1713	0.172	522.1	4.46	53.3
0	0.1	25	22	0.814	0.77	2238	0.244	572.5	5.93	61.9
0	0.1	25	31	0.844	0.81	2868	0.32	600.4	6.96	69.1
0	0.1	25	38	0.883	0.86	3719	0.422	635.2	8.43	79
0	0.1	25	48	0.934	0.91	4991	0.56	672.4	10.26	90.5
0	0.1	25	50	0.968	0.96	6182	0.695	702.6	12.14	103
0	0.1	25	50	0.987	1.01	7015	0.798	725.8	13.78	113.9
0	0.1	25	50	0.996	1.05	7326	0.832	733.9	14.32	117.2
0	0.1	35	0	0.682	0.47	519	0.026	426.1	2.18	33.6
0	0.1	35	4.5	0.725	0.57	885	0.067	471.9	2.94	39.9
0	0.1	35	11	0.768	0.66	1434	0.136	523.4	4.08	49.6
0	0.1	35	22	0.791	0.75	1719	0.178	570.3	5.28	56.5
0	0.1	35	31	0.826	0.8	2326	0.254	602	6.32	63.6
0	0.1	35	38	0.859	0.85	3008	0.338	634.4	7.56	72
0	0.1	35	48	0.903	0.9	3991	0.456	671.8	9.25	83.3
0	0.1	35	50	0.955	0.94	5447	0.616	711.6	11.38	96.7
0	0.1	35	50	0.976	0.99	6320	0.726	740.6	13.25	108.8
0	0.1	35	50	0.994	1.04	6917	0.792	755.9	14.24	114.9
0	0.2	-25	0	0.701	0.52	1009	0.078	377.2	2.73	42.8
0	0.2	-25	4.5	0.756	0.63	1859	0.18	425.1	3.96	54.3
0	0.2	-25	11	0.823	0.73	3155	0.337	489.9	6.19	70.6
0	0.2	-25	22	0.901	0.83	5481	0.587	549.3	9.18	93.1
0	0.2	-25	31	0.961	0.89	7607	0.793	585.3	11.54	109.7
0	0.2	-25	38	0.987	0.94	9118	0.959	614.3	13.84	126.4
0	0.2	-25	48	1.042	0.99	11475	1.192	648.2	16.88	147.3
0	0.2	-25	50	1.057	1.04	12365	1.291	664.3	18.45	157.3
0	0.2	-25	50	1.064	1.09	12941	1.353	671	19.33	163.3
0	0.2	-25	50	1.075	1.15	14444	1.484	684.9	20.83	173.4
0	0.2	-15	0	0.711	0.51	1093	0.085	394.5	2.79	42.5
0	0.2	-15	4.5	0.751	0.61	1666	0.155	433.3	3.75	51.6
0	0.2	-15	11	0.812	0.72	2729	0.287	498.7	5.8	66.3
0	0.2	-15	22	0.884	0.82	4679	0.502	557.7	8.45	86
0	0.2	-15	31	0.942	0.87	6475	0.679	593.7	10.53	100.4
0	0.2	-15	38	0.975	0.92	7920	0.83	621.2	12.5	114.5
0	0.2	-15	48	1.001	0.97	9281	0.981	648.9	14.7	129.8
0	0.2	-15	50	1.037	1.02	10721	1.135	673.7	16.97	144.8
0	0.2	-15	50	1.053	1.07	11367	1.211	685.7	18.21	152.7
0	0.2	-15	50	1.061	1.13	12156	1.284	694.9	19.12	158.7
0	0.2	-5	0	0.719	0.5	1133	0.087	412	2.86	42.3
0	0.2	-5	4.5	0.747	0.6	1507	0.134	441.7	3.56	49.1
0	0.2	-5	11	0.798	0.7	2327	0.239	506.5	5.41	62.2
0	0.2	-5	22	0.864	0.8	3939	0.422	563.7	7.75	79.4
0	0.2	-5	31	0.908	0.85	5130	0.552	596.8	9.46	91.6
0	0.2	-5	38	0.959	0.9	6875	0.726	630.1	11.55	106
0	0.2	-5	48	0.982	0.95	8059	0.861	657.2	13.56	120
0	0.2	-5	50	1.025	1	9575	1.013	686.2	15.7	133.9
0	0.2	-5	50	1.038	1.06	10232	1.089	696.4	16.83	141.6
0	0.2	-5	50	1.048	1.11	10744	1.143	709.9	17.81	147.2
0	0.2	5	0	0.713	0.49	997	0.07	418.8	2.7	40.3
0	0.2	5	4.5	0.721	0.59	1138	0.089	442.1	3.2	46.3
0	0.2	5	11	0.776	0.69	1836	0.181	507.7	4.89	57.4
0	0.2	5	22	0.846	0.79	3273	0.347	567.3	7.04	73
0	0.2	5	31	0.886	0.84	4245	0.457	600.6	8.55	83.7
0	0.2	5	38	0.936	0.89	5634	0.598	634.1	10.32	95.3
0	0.2	5	48	0.968	0.94	6899	0.733	661.9	12.16	108
0	0.2	5	50	0.994	0.99	8140	0.873	689	14.21	122.2
0	0.2	5	50	1.003	1.04	8484	0.911	696.9	14.8	126.1
0	0.2	5	50	1.007	1.09	8638	0.928	701.2	15.09	127.9
0	0.2	15	0	0.704	0.49	831	0.051	422.1	2.51	38
0	0.2	15	4.5	0.681	0.58	562	0.021	431.7	2.67	40.1
0	0.2	15	11	0.794	0.68	2045	0.197	521.3	4.83	57.7
0	0.2	15	22	0.83	0.78	2732	0.284	571.6	6.45	67.6
0	0.2	15	31	0.858	0.83	3383	0.36	598.5	7.54	75.3
0	0.2	15	38	0.9	0.87	4419	0.477	632.7	9.17	86.6
0	0.2	15	48	0.97	0.92	6509	0.684	672.5	11.51	102.8
0	0.2	15	50	0.977	0.97	7018	0.756	696.5	13.02	112.3
0	0.2	15	50	0.992	1.02	7647	0.826	711.4	14.11	119.5
0	0.2	15	50	0.998	1.07	7858	0.849	716.6	14.48	121.8
0	0.2	25	0	0.691	0.48	649	0.031	423.8	2.31	35.7
0	0.2	25	4.5	0.706	0.57	780	0.045	453.4	2.81	40.3
0	0.2	25	11	0.778	0.67	1681	0.152	522.3	4.39	53.5
0	0.2	25	22	0.81	0.76	2173	0.217	572.3	5.81	62
0	0.2	25	31	0.841	0.81	2811	0.292	600.8	6.84	69.2
0	0.2	25	38	0.879	0.86	3645	0.389	635.4	8.27	79
0	0.2	25	48	0.928	0.91	4870	0.52	672.8	10.05	90.6
0	0.2	25	50	0.965	0.96	6108	0.656	704	11.96	103.3
0	0.2	25	50	0.986	1	7042	0.766	729.5	13.73	115.3
0	0.2	25	50	0.995	1.05	7379	0.802	738.2	14.31	118.9
0	0.2	35	0	0.727	0.56	915	0.058	475.4	2.96	40.6
0	0.2	35	4.5	0.727	0.56	915	0.058	475.4	2.96	40.6
0	0.2	35	11	0.766	0.66	1413	0.118	523.8	4.02	49.8
0	0.2	35	22	0.787	0.75	1662	0.153	569.6	5.16	56.5
0	0.2	35	31	0.822	0.8	2264	0.226	602	6.19	63.7
0	0.2	35	38	0.856	0.85	2950	0.309	634.8	7.42	72.1
0	0.2	35	48	0.899	0.89	3929	0.422	673	9.1	83.4
0	0.2	35	50	0.968	0.94	5851	0.622	717.6	11.54	99.9
0	0.2	35	50	0.975	0.99	6307	0.689	743.4	13.11	109.3
0	0.2	35	50	0.994	1.03	6960	0.761	759.9	14.22	116.4
0	0.3	-25	0	0.705	0.52	1073	0.075	381.9	2.75	44.1
0	0.3	-25	4.5	0.755	0.62	1869	0.168	427.3	3.91	55.3
0	0.3	-25	11	0.82	0.73	3135	0.318	492.4	6.09	71.7
0	0.3	-25	22	0.897	0.83	5439	0.559	551.7	8.99	94.1
0	0.3	-25	31	0.967	0.88	7959	0.794	590.1	11.54	113.3
0	0.3	-25	38	0.98	0.93	8983	0.914	615.2	13.45	127
0	0.3	-25	48	1.021	0.99	10934	1.11	648	16.18	145.9
0	0.3	-25	50	1.053	1.04	12266	1.242	667.1	18.04	158.6
0	0.3	-25	50	1.061	1.09	12851	1.306	674.2	18.98	165.2
0	0.3	-25	50	1.071	1.14	14117	1.415	686.1	20.22	173.9
0	0.3	-15	0	0.713	0.51	1142	0.08	399.2	2.81	43.8
0	0.3	-15	4.5	0.749	0.61	1667	0.142	435.5	3.69	52.5
0	0.3	-15	11	0.808	0.71	2703	0.268	500.9	5.69	67.2
0	0.3	-15	22	0.879	0.81	4614	0.474	559.6	8.26	86.9
0	0.3	-15	31	0.933	0.87	6255	0.635	595.1	10.21	100.7
0	0.3	-15	38	0.97	0.92	7805	0.79	623.2	12.18	115.2
0	0.3	-15	48	0.997	0.97	9253	0.945	651.6	14.4	131.3
0	0.3	-15	50	1.03	1.02	10665	1.091	673.3	16.45	145.6
0	0.3	-15	50	1.05	1.07	11422	1.174	690.8	17.94	154.8
0	0.3	-15	50	1.057	1.12	12100	1.238	699	18.76	160.4
0	0.3	-5	0	0.722	0.5	1172	0.081	416.8	2.87	43.5
0	0.3	-5	4.5	0.746	0.6	1510	0.122	444	3.51	50
0	0.3	-5	11	0.794	0.7	2282	0.219	508.4	5.31	63
0	0.3	-5	22	0.858	0.8	3848	0.393	564.7	7.55	80
0	0.3	-5	31	0.901	0.85	5032	0.52	597.7	9.22	92.5
0	0.3	-5	38	0.966	0.9	7217	0.728	635.1	11.55	109.6
0	0.3	-5	48	0.975	0.95	7919	0.818	658.9	13.22	120.9
0	0.3	-5	50	1.003	1	9172	0.943	681.5	14.96	132.9
0	0.3	-5	50	1.021	1.05	9854	1.017	696.5	16.16	140.7
0	0.3	-5	50	1.044	1.1	10723	1.101	713.8	17.46	148.7
0	0.3	5	0	0.711	0.49	981	0.059	420	2.65	40.9
0	0.3	5	4.5	0.713	0.59	1069	0.07	441.8	3.09	47
0	0.3	5	11	0.771	0.69	1771	0.159	508.2	4.75	58
0	0.3	5	22	0.841	0.79	3204	0.32	568.4	6.86	73.6
0	0.3	5	31	0.878	0.84	4124	0.422	601	8.28	83.9
0	0.3	5	38	0.924	0.88	5383	0.55	634.2	9.94	95.3
0	0.3	5	48	0.964	0.93	6810	0.694	662.9	11.8	108.4
0	0.3	5	50	0.987	0.98	8002	0.828	691	13.85	123
0	0.3	5	50	1	1.03	8502	0.878	701.3	14.6	128
0	0.3	5	50	1.003	1.08	8606	0.89	703.6	14.78	129.2
0	0.3	15	0	0.699	0.48	793	0.038	422.6	2.44	38.4
0	0.3	15	4.5	0.688	0.58	668	0.024	437.8	2.71	41.3
0	0.3	15	11	0.789	0.68	1992	0.176	521.8	4.7	58.2
0	0.3	15	22	0.825	0.77	2658	0.258	572.7	6.28	68.1
0	0.3	15	31	0.853	0.82	3305	0.331	599	7.31	75.6
0	0.3	15	38	0.894	0.87	4305	0.441	633.8	8.89	86.9
0	0.3	15	48	0.95	0.92	5944	0.604	671.1	10.89	100.4
0	0.3	15	50	0.977	0.97	7010	0.72	698.7	12.67	112.8
0	0.3	15	50	0.988	1.01	7642	0.794	715.5	13.9	121.3
0	0.3	15	50	0.996	1.06	7906	0.821	722.1	14.35	124.2
0	0.3	25	0	0.687	0.48	621	0.019	424.6	2.26	36.2
0	0.3	25	4.5	0.714	0.57	859	0.043	460.4	2.86	41.7
0	0.3	25	11	0.774	0.67	1638	0.133	522.6	4.26	53.9
0	0.3	25	22	0.803	0.76	2067	0.188	571.7	5.6	62.1
0	0.3	25	31	0.835	0.81	2719	0.263	601.4	6.63	69.6
0	0.3	25	38	0.871	0.86	3524	0.354	635.3	7.99	79.2
0	0.3	25	48	0.916	0.9	4637	0.474	672.9	9.71	90.9
0	0.3	25	50	0.961	0.95	6055	0.622	706.7	11.71	104.4
0	0.3	25	50	0.983	1	7064	0.737	734.7	13.61	117.5
0	0.3	25	50	0.995	1.05	7473	0.78	745	14.29	121.9
0	0.3	35	0	0.725	0.56	892	0.045	477.1	2.9	41.2
0	0.3	35	4.5	0.725	0.56	892	0.045	477.1	2.9	41.2
0	0.3	35	11	0.763	0.66	1382	0.101	524.4	3.91	50.3
0	0.3	35	22	0.779	0.75	1570	0.127	568.1	4.96	56.6
0	0.3	35	31	0.815	0.8	2159	0.196	601.6	5.98	63.9
0	0.3	35	38	0.85	0.84	2862	0.278	635.3	7.19	72.5
0	0.3	35	48	0.893	0.89	3824	0.387	674.4	8.83	83.8
0	0.3	35	50	0.955	0.94	5499	0.56	718.6	11.1	98.8
0	0.3	35	50	0.974	0.98	6298	0.655	748	12.88	110.5
0	0.3	35	50	0.993	1.03	7033	0.736	766.2	14.15	119.1
0	0.4	-25	0	0.708	0.52	1156	0.076	388.1	2.77	46
0	0.4	-25	4.5	0.753	0.62	1876	0.157	430.3	3.83	56.7
0	0.4	-25	11	0.816	0.72	3109	0.3	495.6	5.94	73.2
0	0.4	-25	22	0.891	0.82	5364	0.531	554.8	8.72	95.6
0	0.4	-25	31	0.95	0.88	7478	0.728	591.4	10.96	112.4
0	0.4	-25	38	0.978	0.93	8966	0.879	618.2	12.95	127.9
0	0.4	-25	48	1.033	0.98	11312	1.101	656.2	15.93	149.7
0	0.4	-25	50	1.047	1.03	12174	1.2	671.6	17.56	161.2
0	0.4	-25	50	1.057	1.08	12796	1.268	679.3	18.58	168.6
0	0.4	-25	50	1.066	1.13	13863	1.359	689.7	19.62	176.2
0	0.4	-15	0	0.716	0.51	1216	0.079	405.8	2.83	45.7
0	0.4	-15	4.5	0.748	0.61	1679	0.133	438.7	3.62	53.8
0	0.4	-15	11	0.803	0.71	2662	0.249	503.8	5.54	68.5
0	0.4	-15	22	0.872	0.81	4520	0.445	561.9	7.99	88.1
0	0.4	-15	31	0.921	0.86	6011	0.591	596.5	9.8	101.7
0	0.4	-15	38	0.965	0.91	7769	0.76	626.6	11.83	117
0	0.4	-15	48	0.99	0.96	9166	0.907	654.7	13.97	133.2
0	0.4	-15	50	1.018	1.01	10422	1.035	679.7	15.95	146.7
0	0.4	-15	50	1.045	1.06	11521	1.145	697.6	17.56	158
0	0.4	-15	50	1.052	1.11	12079	1.197	704.7	18.26	162.9
0	0.4	-5	0	0.716	0.5	1130	0.068	417.1	2.76	44.2
0	0.4	-5	4.5	0.73	0.6	1356	0.095	442	3.31	50.8
0	0.4	-5	11	0.783	0.7	2127	0.188	506.7	5.03	63.3
0	0.4	-5	22	0.851	0.79	3742	0.364	566.2	7.27	80.9
0	0.4	-5	31	0.893	0.84	4864	0.481	599.2	8.84	93
0	0.4	-5	38	0.947	0.89	6596	0.645	633.6	10.76	106.8
0	0.4	-5	48	0.974	0.94	7904	0.781	662	12.7	121.3
0	0.4	-5	50	1	0.99	9199	0.914	686.7	14.62	135.4
0	0.4	-5	50	1.016	1.04	9776	0.97	699.7	15.5	141.4
0	0.4	-5	50	1.035	1.09	10626	1.057	713.6	16.78	150.5
0	0.4	5	0	0.707	0.49	950	0.048	421.2	2.57	41.7
0	0.4	5	4.5	0.67	0.59	455	-0.01	425.5	2.64	43.3
0	0.4	5	11	0.762	0.68	1673	0.135	508.2	4.56	58.7
0	0.4	5	22	0.835	0.78	3116	0.294	570.3	6.62	74.6
0	0.4	5	31	0.867	0.83	3922	0.382	599.8	7.85	83.9
0	0.4	5	38	0.907	0.88	5063	0.501	632.8	9.47	96
0	0.4	5	48	0.958	0.93	6778	0.665	666.2	11.46	110.3
0	0.4	5	50	0.978	0.98	7836	0.784	693.8	13.38	124.5
0	0.4	5	50	0.996	1.02	8522	0.851	707.2	14.32	131
0	0.4	5	50	1	1.07	8700	0.869	711.1	14.61	133
0	0.4	15	0	0.694	0.48	746	0.026	423.1	2.36	39.1
0	0.4	15	4.5	0.699	0.58	790	0.03	447.2	2.77	43.3
0	0.4	15	11	0.782	0.67	1914	0.154	522.1	4.5	58.9
0	0.4	15	22	0.816	0.77	2513	0.226	572.6	5.99	68.6
0	0.4	15	31	0.846	0.82	3204	0.302	600.2	7.02	76.4
0	0.4	15	38	0.885	0.86	4156	0.405	635	8.51	87.4
0	0.4	15	48	0.937	0.91	5629	0.55	672.5	10.38	100.4
0	0.4	15	50	0.97	0.96	6887	0.68	701.9	12.23	113.9
0	0.4	15	50	0.987	1.01	7752	0.776	723.9	13.8	125.3
0	0.4	15	50	0.996	1.06	8081	0.809	731.8	14.32	128.8
0	0.4	25	0	0.683	0.47	580	0.008	425.9	2.19	37
0	0.4	25	4.5	0.723	0.57	963	0.046	470.4	2.93	43.8
0	0.4	25	11	0.769	0.66	1590	0.116	523.3	4.1	54.7
0	0.4	25	22	0.792	0.76	1918	0.157	570.6	5.32	62.3
0	0.4	25	31	0.827	0.8	2588	0.232	602	6.36	70.2
0	0.4	25	38	0.861	0.85	3347	0.317	634.6	7.61	79.5
0	0.4	25	48	0.903	0.9	4416	0.433	671.2	9.29	91.8
0	0.4	25	50	0.956	0.94	6011	0.592	710.8	11.41	106.4
0	0.4	25	50	0.977	0.99	6993	0.703	739.9	13.3	119.9
0	0.4	25	50	0.995	1.04	7619	0.765	754.5	14.25	126.3
0	0.4	35	0	0.721	0.56	861	0.033	479.3	2.82	42.2
0	0.4	35	4.5	0.721	0.56	861	0.033	479.3	2.82	42.2
0	0.4	35	11	0.759	0.65	1348	0.086	525.4	3.77	51.1
0	0.4	35	22	0.772	0.74	1496	0.105	568.2	4.76	57.5
0	0.4	35	31	0.805	0.79	2009	0.164	600.6	5.68	64.1
0	0.4	35	38	0.842	0.84	2732	0.246	635.9	6.88	73
0	0.4	35	48	0.884	0.88	3675	0.35	675.7	8.46	84.3
0	0.4	35	50	0.944	0.93	5243	0.509	721.1	10.63	98.9
0	0.4	35	50	0.972	0.98	6303	0.626	753.9	12.58	112.5
0	0.4	35	50	0.99	1.02	7085	0.713	775.2	14.05	122.9
0	0.5	-25	0	0.712	0.51	1254	0.078	396.1	2.8	48.5
0	0.5	-25	4.5	0.75	0.61	1882	0.148	434.1	3.73	58.6
0	0.5	-25	11	0.81	0.71	3072	0.282	499.5	5.76	75.2
0	0.5	-25	22	0.883	0.82	5259	0.503	558.4	8.39	97.5
0	0.5	-25	31	0.939	0.87	7241	0.685	594.3	10.42	113.6
0	0.5	-25	38	0.973	0.92	8889	0.842	621.9	12.38	129.5
0	0.5	-25	48	1	0.97	10475	1.001	649.9	14.59	147.2
0	0.5	-25	50	1.044	1.02	12355	1.18	672.5	16.86	165.2
0	0.5	-25	50	1.052	1.07	12858	1.24	687.6	18.11	173.3
0	0.5	-25	50	1.06	1.12	13702	1.313	696.4	18.99	179.9
0	0.5	-15	0	0.72	0.5	1297	0.08	414.5	2.87	48.3
0	0.5	-15	4.5	0.747	0.6	1699	0.125	442.9	3.54	55.7
0	0.5	-15	11	0.796	0.7	2594	0.229	507.6	5.36	70.4
0	0.5	-15	22	0.861	0.8	4386	0.415	564.2	7.65	89.6
0	0.5	-15	31	0.904	0.85	5710	0.549	596.6	9.33	103.5
0	0.5	-15	38	0.957	0.9	7706	0.733	631.5	11.46	120.1
0	0.5	-15	48	0.978	0.95	8981	0.865	658	13.39	135.4
0	0.5	-15	50	1.012	1	10474	1.006	685.3	15.38	150
0	0.5	-15	50	1.03	1.05	11342	1.091	694.8	16.46	158.8
0	0.5	-15	50	1.046	1.1	12069	1.159	711.8	17.63	166.4
0	0.5	-5	0	0.712	0.49	1108	0.059	419.7	2.67	45.6
0	0.5	-5	4.5	0.717	0.59	1230	0.072	442	3.13	52.3
0	0.5	-5	11	0.773	0.69	2017	0.165	508.3	4.81	64.8
0	0.5	-5	22	0.843	0.79	3615	0.334	567.9	6.92	82.1
0	0.5	-5	31	0.882	0.84	4683	0.444	601.1	8.4	94
0	0.5	-5	38	0.928	0.89	6106	0.58	634.1	10.07	106.6
0	0.5	-5	48	0.965	0.94	7641	0.727	662.1	11.9	121
0	0.5	-5	50	0.99	0.98	9022	0.869	690.2	13.98	137.4
0	0.5	-5	50	1.001	1.03	9516	0.917	699.6	14.67	142.6
